iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,imprelig,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
18,8,1,16,1,1,10,5,10,7,7,0,0.08,0,22,4,15,15,25,20,15,10,0,5,7,8,5,9,5,5,7,2,27,8,8,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,1,8,7,6,7,7,5,7,5,2
18,8,1,16,1,1,10,10,5,8,8,1,0.17,1,25,2,9.09,18.18,27.27,18.18,18.18,9.09,1,5,6,7,4,5,6,5,4,2,27,8,8,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,1,9,8,8,8,7,5,7,5,2
18,8,1,16,1,1,10,1,6,9,9,0,0.1,0,26,6,20,10,20,30,10,10,1,6,7,8,7,9,6,7,5,2,27,8,8,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,33.33,11.11,11.11,11.11,11.11,22.22,10,10,20,25,25,10,6,8,6,8,9,0,7,7,7,7,6,5,7,5,2
22,2,0,3,2,2,16,7,8,1,40,0,0.29,0,25,4,25,20,25,20,10,0,0,4,10,8,8,6,4,3,1,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,5,7,7,6,7,5,6,4,2
22,2,0,3,2,2,16,7,10,3,42,0,0.44,0,23,4,20,25,20,15,10,10,0,3,6,8,5,5,1,2,1,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,5,6,6,5,6,3,3,2,2
22,2,0,3,2,2,16,7,13,4,43,0,-0.04,0,24,2,25,35,30,10,0,0,0,4,5,5,3,5,1,5,2,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,5,7,7,5,7,3,4,3,2
22,2,0,3,2,2,16,7,1,5,44,1,-0.21,0,24,2,25,15,25,25,15,15,1,6,7,6,6,8,5,6,5,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,1,6,8,8,7,7,6,6,6,2
22,2,0,3,2,2,16,7,4,6,45,1,-0.02,0,28,2,25,15,25,15,0,20,1,7,7,7,5,6,5,6,5,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,1,6,7,7,4,6,6,6,6,2
22,2,0,3,2,2,16,7,7,7,46,0,-0.33,0,26,2,20,35,20,10,10,5,0,5,8,5,5,6,5,5,5,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,1,8,7,7,7,6,7,7,4,2
22,2,0,3,2,2,16,7,15,12,51,0,-0.52,0,23,2,25,10,35,15,0,15,0,2,2,3,2,2,1,2,1,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,3,4,5,4,4,2,2,1,2
22,2,0,3,2,2,16,7,16,13,52,0,0.03,0,21,2,15,20,15,30,5,15,0,4,6,7,6,5,5,4,2,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,3,6,7,5,5,4,2,2,2
22,2,0,3,2,2,16,7,11,14,53,0,0.5,0,28,2,40,15,20,10,5,10,0,6,8,8,7,8,6,7,5,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,1,7,7,8,6,7,8,8,5,2
22,2,0,3,2,2,16,7,12,15,54,0,0.33,0,28,2,40,20,20,20,0,0,0,4,7,7,6,6,5,6,4,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,0,4,5,5,4,5,4,4,2,2
22,2,0,3,2,2,16,7,3,16,55,0,0.16,1,23,1,20,25,25,10,10,10,0,5,8,9,7,10,8,7,7,2,27,9,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,7,1,6,7,7,7,7,7,7,6,2
24,4,0,7,2,2,16,10,1,8,47,0,0.04,1,30,2,20,20,25,25,5,5,1,6,6,6,5,6,4,6,6,2,27,11,3,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,10,20,20,15,20,15,35,10,15,20,10,10,7,9,9,8,8,0,5,7,7,7,7,7,7,7,2
25,5,0,9,2,2,16,12,13,1,40,0,-0.12,0,25,4,25,20,25,20,10,0,0,8,10,9,9,8,4,3,1,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,7,8,9,6,8,5,6,4,2
25,5,0,9,2,2,16,12,2,4,43,0,-0.2,1,24,2,25,35,30,10,0,0,1,8,5,6,6,5,1,6,1,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,4,5,10,4,10,4,4,5,2
25,5,0,9,2,2,16,12,6,5,44,0,-0.29,1,24,2,25,15,25,25,15,15,1,7,6,6,7,5,4,7,6,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,6,7,9,7,9,3,5,4,2
25,5,0,9,2,2,16,12,9,6,45,0,-0.01,1,28,2,25,15,25,15,0,20,1,7,6,6,7,6,6,7,7,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,6,8,7,5,8,7,7,5,2
25,5,0,9,2,2,16,12,12,7,46,0,-0.24,1,26,2,20,35,20,10,10,5,1,10,8,7,8,7,8,9.5,6,1,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,7,8,8,6,10,6,8,7,2
25,5,0,9,2,2,16,12,3,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,6,7,5,5,5,2,6,5,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,3,8,9,8,10,5,8,4,2
25,5,0,9,2,2,16,12,10,10,49,0,0.06,0,25,4,20,20,20,20,5,15,1,9,8,7,8,6,5,8,4,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,8,8,9,8,9,8,9,8,2
25,5,0,9,2,2,16,12,4,12,51,0,0.11,1,23,2,25,10,35,15,0,15,0,6,4,7,6,2,2,3,3,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,6,5,8,7,10,8,6,7,2
25,5,0,9,2,2,16,12,5,13,52,0,0.28,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,6,7,3,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,5,4,7,5,9,7,5,4,2
25,5,0,9,2,2,16,12,16,14,53,0,0.11,1,28,2,40,15,20,10,5,10,1,9,8,8,8,8,7,8,8,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,7,8,9,7,8,5,7,7,2
25,5,0,9,2,2,16,12,1,15,54,0,-0.15,1,28,2,40,20,20,20,0,0,1,8,9,9,9,7,5,7,5,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,5,8,8,6,9,6,6,7,2
25,5,0,9,2,2,16,12,8,16,55,0,0.53,0,23,1,20,25,25,10,10,10,1,8,9,8,10,9,8,9,6,2,25,11,2,9,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,5,20,20,15,15,15,15,30,15,10,20,10,15,7,9,7,8,6,0,7,7,7,8,8,6,7,5,2
26,6,0,11,2,2,16,13,14,1,40,0,-0.38,0,25,4,25,20,25,20,10,0,0,8,9,9,8,7,4,3,1,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,2,5,5,3,5,2,2,2,2
26,6,0,11,2,2,16,13,3,4,43,0,-0.02,1,24,2,25,35,30,10,0,0,1,6,5,7,5,5,2,5,4,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,2,6,7,1,7,2,2,3,2
26,6,0,11,2,2,16,13,7,5,44,0,0.46,1,24,2,25,15,25,25,15,15,1,8,7,7,8,7,7,9,7,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,3,8,7,6,6,4,5,4,2
26,6,0,11,2,2,16,13,10,6,45,0,-0.06,1,28,2,25,15,25,15,0,20,1,7,6,8,7,6,7,8,7,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,4,7,6,1,4,3,2,2,2
26,6,0,11,2,2,16,13,13,7,46,0,0.22,1,26,2,20,35,20,10,10,5,1,10,9,9,10,7,8,9.5,7,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,7,4,5,6,5,4,6,5,2
26,6,0,11,2,2,16,13,4,8,47,0,-0.05,1,30,2,20,20,25,25,5,5,1,5,6,6,6,6,6,6,6,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,3,7,6,4,6,2,2,2,2
26,6,0,11,2,2,16,13,11,10,49,0,0.02,0,25,4,20,20,20,20,5,15,1,9,8,7,7,7,8,8,6,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,5,8,8,7,7,6,5,5,2
26,6,0,11,2,2,16,13,5,12,51,0,0.05,1,23,2,25,10,35,15,0,15,1,7,3,5,5,3,2,6,6,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,6,7,6,5,6,6,6,4,2
26,6,0,11,2,2,16,13,6,13,52,0,0.06,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,6,7,3,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,2,7,6,4,4,4,5,4,2
26,6,0,11,2,2,16,13,1,14,53,0,0.08,1,28,2,40,15,20,10,5,10,1,9,9,9,9,8,8,8,8,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,6,8,8,6,7,5,6,6,2
26,6,0,11,2,2,16,13,2,15,54,0,0.16,1,28,2,40,20,20,20,0,0,1,8,8,7,8,7,6,7,4,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,2,8,7,2,7,2,3,3,2
26,6,0,11,2,2,16,13,9,16,55,0,0.03,0,23,1,20,25,25,10,10,10,1,8,9,8,9,9,8,9,7,2,23,11,4,9,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,7,20,20,20,15,15,10,25,10,10,25,20,10,7,8,8,8,8,0,6,6,6,6,6,4,6,5,2
27,7,0,13,2,2,16,4,10,4,43,0,-0.16,0,24,2,25,35,30,10,0,0,1,7,6,5,7,3,5,6,2,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,1,6,7,6,4,3,2,3,1
27,7,0,13,2,2,16,4,14,5,44,0,0.44,0,24,2,25,15,25,25,15,15,1,9,7,7,7,6,5,7,6,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,1,3,4,2,2,1,1,4,2
27,7,0,13,2,2,16,4,1,6,45,0,-0.27,0,28,2,25,15,25,15,0,20,1,8,8,7,8,6,7,8,7,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,3,6,6,4,5,1,1,2,2
27,7,0,13,2,2,16,4,4,7,46,1,0.29,0,26,2,20,35,20,10,10,5,1,9,8,8,8,7,9,9.5,7,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,1,8,7,6,6,4,4,6,5,2
27,7,0,13,2,2,16,4,11,8,47,0,-0.28,0,30,2,20,20,25,25,5,5,1,7,5,6,6,4,5,7,6,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,1,4,5,4,4,4,3,5,2
27,7,0,13,2,2,16,4,12,12,51,0,0.2,0,23,2,25,10,35,15,0,15,1,8,4,4,7,5,3,6,2,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,1,2,6,1,6,2,2,3,2
27,7,0,13,2,2,16,4,13,13,52,0,-0.31,0,21,2,15,20,15,30,5,15,1,8,7,7,6,6,7,7,3,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,1,3,7,1,4,2,1,3,2
27,7,0,13,2,2,16,4,8,14,53,0,-0.07,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,7,8,8,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,6,4,8,3,8,2,3,3,2
27,7,0,13,2,2,16,4,9,15,54,0,-0.06,0,28,2,40,20,20,20,0,0,1,9,9,8,9,8,7,8,5,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,2,4,7,3,6,2,1,2,2
27,7,0,13,2,2,16,4,16,16,55,0,-0.16,0,23,1,20,25,25,10,10,10,1,9,8,9,10,9,8,10,7,2,22,3,5,9,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,5,17,10,18,20,25,10,30,5,15,20,10,20,6,6,7,7,7,0,5,6,6,4,3,4,4,1,2
29,9,0,17,2,2,16,9,3,5,44,1,-0.41,1,24,2,25,15,25,25,15,15,1,7,6,7,6,7,5,7,5,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,1,8,6,7,3,7,2,6,4,2
29,9,0,17,2,2,16,9,6,6,45,1,0.08,1,28,2,25,15,25,15,0,20,1,8,8,6,7,6,6,7,7,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,1,6,8,7,4,7,2,6,4,2
29,9,0,17,2,2,16,9,4,9,48,0,0.11,1,22,2,30,15,25,25,5,0,0,6,8,9,5,9,3,5,7,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,1,8,7,8,8,8,6,8,5,2
29,9,0,17,2,2,16,9,7,10,49,0,0.2,0,25,4,20,20,20,20,5,15,1,7,8,8,7,6,5,7,5,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,0,7,5,6,8,6,4,5,6,2
29,9,0,17,2,2,16,9,1,12,51,0,-0.05,1,23,2,25,10,35,15,0,15,0,5,8,5,3,3,3,6,5,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,1,6,7,7,4,6,6,6,5,2
29,9,0,17,2,2,16,9,2,13,52,0,0.42,1,21,2,15,20,15,30,5,15,0,5,7,6,7,5,5,5,4,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,1,6,8,8,5,7,5,8,7,2
29,9,0,17,2,2,16,9,5,16,55,0,0.52,0,23,1,20,25,25,10,10,10,0,6,8,8,8,9,6,7,8,2,22,11,5,9,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,7,20,22,18,15,15,10,35,15,10,20,15,5,6,9,8,7,8,1,6,8,7,6,5,3,6,6,2
31,11,0,21,2,2,16,8,9,1,40,0,-0.19,0,25,4,25,20,25,20,10,0,0,7,5,4,4,8,3,2,1,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,4,6,6,6,6,4,5,4,2
31,11,0,21,2,2,16,8,14,4,43,0,-0.48,1,24,2,25,35,30,10,0,0,1,6,6,6,6,5,3,6,2,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,4,5,6,5,5,5,5,4,2
31,11,0,21,2,2,16,8,2,5,44,0,0,1,24,2,25,15,25,25,15,15,1,9,7,7,6,7,7,9,7,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,4,6,7,5,8,5,5,4,2
31,11,0,21,2,2,16,8,5,6,45,0,-0.38,1,28,2,25,15,25,15,0,20,1,9,8,8,7,8,6,8,7,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,4,5,7,3,6,4,5,4,2
31,11,0,21,2,2,16,8,8,7,46,0,-0.34,1,26,2,20,35,20,10,10,5,1,9,6,7,6,7,8,8,5,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,9,6,7,7,6,5,7,4,2
31,11,0,21,2,2,16,8,15,8,47,0,-0.27,1,30,2,20,20,25,25,5,5,1,7,6,6,5,7,5,6,2,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,2,3,4,2,6,2,4,3,2
31,11,0,21,2,2,16,8,16,12,51,0,-0.35,1,23,2,25,10,35,15,0,15,1,7,7,7,4,5,5,6,5,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,4,6,5,5,5,5,5,4,2
31,11,0,21,2,2,16,8,1,13,52,0,0.03,1,21,2,15,20,15,30,5,15,1,8,8,8,6,7,5,7,2,1,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,3,8,8,5,5,5,6,4,1
31,11,0,21,2,2,16,8,12,14,53,0,0.4,1,28,2,40,15,20,10,5,10,1,8,8,9,8,9,7,8,8,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,7,7,7,6,6,6,6.5,6,2
31,11,0,21,2,2,16,8,13,15,54,0,0.26,1,28,2,40,20,20,20,0,0,1,8,8,8,8,7,7,7,6,2,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,0,4,5,6,4,5,5,5,5,2
31,11,0,21,2,2,16,8,4,16,55,1,-0.32,0,23,1,20,25,25,10,10,10,1,8,10,10,10,10,8,10,10,1,24,1,8,1,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,5,35,10,20,20,10,5,40,10,10,25,5,10,8,8,9,8,9,1,9,8,7,10,9,8,8.5,9,1
33,13,0,25,2,2,16,19,3,1,40,0,-0.29,0,25,4,25,20,25,20,10,0,0,6,10,10,8,5,3,6,1,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,1,6,8,7,10,7,4,8,5,2
33,13,0,25,2,2,16,19,5,3,42,0,0.77,0,23,4,20,25,20,15,10,10,0,6,10,10,8,10,6,6,2,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,6,8,6,6,6,5,5,3,2
33,13,0,25,2,2,16,19,8,4,43,0,0.09,1,24,2,25,35,30,10,0,0,0,4,4,7,3,6,4,4,3,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,1,5,7,7,5,7,5,6,3,2
33,13,0,25,2,2,16,19,12,5,44,0,-0.15,1,24,2,25,15,25,25,15,15,1,6,7,7,6,6,8,6,6,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,5,6,6,2,5,7,4,2,2
33,13,0,25,2,2,16,19,15,6,45,0,-0.41,1,28,2,25,15,25,15,0,20,0,6,5,7,5,7,5,6,7,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,6,6,7,3,7,3,5,2,2
33,13,0,25,2,2,16,19,2,7,46,0,-0.49,1,26,2,20,35,20,10,10,5,0,6,8,7,8,8,8,7,5,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,8,7,9,5,6,4,6,2,2
33,13,0,25,2,2,16,19,9,8,47,0,-0.18,1,30,2,20,20,25,25,5,5,1,5,6,7,6,6,3,6,6,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,4,5,6,7,7,4,6,2,2
33,13,0,25,2,2,16,19,16,10,49,0,-0.15,0,25,4,20,20,20,20,5,15,1,7,7,8,8,8,7,8,6,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,6,7,8,5,7,5,7,2,2
33,13,0,25,2,2,16,19,1,11,50,0,-0.46,0,27,1,35,10,20,15,10,10,0,6,8,8,8,8,5,7,7,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,1,7,9,7,7,10,5,7,3,2
33,13,0,25,2,2,16,19,10,12,51,0,0.3,1,23,2,25,10,35,15,0,15,0,6,9,8,6,5,4,6,6,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,7,5,9,1,9,2,3,1,2
33,13,0,25,2,2,16,19,11,13,52,0,-0.22,1,21,2,15,20,15,30,5,15,0,5,7,6,6,6,6,5,3,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,1,9,9,8,9,7,9,8,4,2
33,13,0,25,2,2,16,19,6,14,53,0,-0.24,1,28,2,40,15,20,10,5,10,0,7,9,9,7,9,7,7,8,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,8,7,5,6,7,4,6,3,2
33,13,0,25,2,2,16,19,7,15,54,0,-0.29,1,28,2,40,20,20,20,0,0,0,5,8,8,7,7,7,6,5,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,5,6,5,5,6,8,5,2,2
33,13,0,25,2,2,16,19,14,16,55,0,-0.15,0,23,1,20,25,25,10,10,10,0,6,9,9,8,8,7,8,7,2,30,3,8,6,4,6,10,7,8,6,6,8,6,10,10,8,8,6,6,7,9,4,30,20,30,10,0,10,95,1,1,1,1,1,6,8,6,8,8,0,7,7,6,6,6,4,5,2,2
35,15,0,29,2,2,16,17,1,1,40,0,-0.25,0,25,4,25,20,25,20,10,0,0,5,6,6,5,7,3,3,1,2,25,2,7,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,40,10,15,15,10,10,8,9,9,9,7,1,6,8,9,7,7,8,7,7,2
